row ,county_name,state_abbr,votes_total,votes_dem,votes_gop,combined_fips,per_dem,per_gop
3300,Union County,OH,24947,8546,15947,39159,0.34256624,0.639235179
3301,Van Wert County,OH,13586,3923,9433,39161,0.288753128,0.69431768
3302,Vinton County,OH,5352,2382,2798,39163,0.445067265,0.522795217
3303,Warren County,OH,108008,31907,74626,39165,0.295413303,0.690930301
3304,Washington County,OH,28798,11333,16921,39167,0.393534273,0.587575526
3305,Wayne County,OH,49356,18932,29450,39169,0.383580517,0.596685307
3306,Williams County,OH,17286,7045,9863,39171,0.407555247,0.570577346
3307,Wood County,OH,61967,31596,28997,39173,0.509884293,0.467942615
3308,Wyandot County,OH,10254,3962,6054,39175,0.386385801,0.590403745
3309,Adair County,OK,6472,2110,4362,40001,0.326019778,0.673980222
3310,Alfalfa County,OK,1817,278,1539,40003,0.15299945,0.84700055
3311,Atoka County,OK,4775,1241,3534,40005,0.259895288,0.740104712
3312,Beaver County,OK,2300,243,2057,40007,0.105652174,0.894347826
3313,Beckham County,OK,6909,1413,5496,40009,0.204515849,0.795484151
3314,Blaine County,OK,3815,991,2824,40011,0.259764089,0.740235911
3315,Bryan County,OK,12721,3533,9188,40013,0.277729738,0.722270262
3316,Caddo County,OK,8811,3151,5660,40015,0.357621155,0.642378845
3317,Canadian County,OK,46148,10533,35615,40017,0.228243911,0.771756089
3318,Carter County,OK,17120,4907,12213,40019,0.286623832,0.713376168
3319,Cherokee County,OK,14288,6137,8151,40021,0.429521277,0.570478723
3320,Choctaw County,OK,5066,1494,3572,40023,0.294907225,0.705092775
3321,Cimarron County,OK,1197,115,1082,40025,0.096073517,0.903926483
3322,Cleveland County,OK,93720,34701,59019,40027,0.370262484,0.629737516
3323,Coal County,OK,2357,648,1709,40029,0.274925753,0.725074247
3324,Comanche County,OK,30174,12517,17657,40031,0.414827335,0.585172665
3325,Cotton County,OK,2453,657,1796,40033,0.267835304,0.732164696
3326,Craig County,OK,5298,1746,3552,40035,0.329558324,0.670441676
3327,Creek County,OK,26078,7114,18964,40037,0.272796994,0.727203006
3328,Custer County,OK,9800,2358,7442,40039,0.240612245,0.759387755
3329,Delaware County,OK,14232,4176,10056,40041,0.293423272,0.706576728
3330,Dewey County,OK,2070,301,1769,40043,0.145410628,0.854589372
3331,Ellis County,OK,1801,226,1575,40045,0.125485841,0.874514159
3332,Garfield County,OK,19908,4732,15176,40047,0.23769339,0.76230661
3333,Garvin County,OK,9478,2556,6922,40049,0.269677147,0.730322853
3334,Grady County,OK,19598,4780,14818,40051,0.243902439,0.756097561
3335,Grant County,OK,2067,393,1674,40053,0.190130624,0.809869376
3336,Greer County,OK,1832,488,1344,40055,0.266375546,0.733624454
3337,Harmon County,OK,923,264,659,40057,0.286023835,0.713976165
3338,Harper County,OK,1434,173,1261,40059,0.120641562,0.879358438
3339,Haskell County,OK,4244,1175,3069,40061,0.276861451,0.723138549
3340,Hughes County,OK,4206,1370,2836,40063,0.325725155,0.674274845
3341,Jackson County,OK,7915,1953,5962,40065,0.246746684,0.753253316
3342,Jefferson County,OK,2234,602,1632,40067,0.269471799,0.730528201
3343,Johnston County,OK,3778,1134,2644,40069,0.300158814,0.699841186
3344,Kay County,OK,16122,4624,11498,40071,0.28681305,0.71318695
3345,Kingfisher County,OK,5354,844,4510,40073,0.157639148,0.842360852
3346,Kiowa County,OK,3410,1101,2309,40075,0.3228739,0.6771261
3347,Latimer County,OK,3789,1169,2620,40077,0.308524677,0.691475323
3348,Le Flore County,OK,15830,4658,11172,40079,0.294251421,0.705748579
3349,Lincoln County,OK,12807,3265,9542,40081,0.254938705,0.745061295
3350,Logan County,OK,16983,4686,12297,40083,0.275922982,0.724077018
3351,Love County,OK,3470,1034,2436,40085,0.297982709,0.702017291
3352,McClain County,OK,14299,3191,11108,40087,0.223162459,0.776837541
3353,McCurtain County,OK,10073,2440,7633,40089,0.242231709,0.757768291
3354,McIntosh County,OK,7265,2767,4498,40091,0.380867171,0.619132829
3355,Major County,OK,3146,446,2700,40093,0.141767324,0.858232676
3356,Marshall County,OK,5140,1396,3744,40095,0.271595331,0.728404669
3357,Mayes County,OK,14456,4822,9634,40097,0.333563918,0.666436082
3358,Murray County,OK,5146,1540,3606,40099,0.299261562,0.700738438
3359,Muskogee County,OK,23335,9943,13392,40101,0.426098136,0.573901864
3360,Noble County,OK,4626,1142,3484,40103,0.246865543,0.753134457
3361,Nowata County,OK,4076,1244,2832,40105,0.305201178,0.694798822
3362,Okfuskee County,OK,3579,1251,2328,40107,0.349538977,0.650461023
3363,Oklahoma County,OK,256337,106812,149525,40109,0.416685847,0.583314153
3364,Okmulgee County,OK,13128,5416,7712,40111,0.412553321,0.587446679
3365,Osage County,OK,17913,6695,11218,40113,0.373750907,0.626249093
3366,Ottawa County,OK,9973,3508,6465,40115,0.351749724,0.648250276
3367,Pawnee County,OK,6041,1813,4228,40117,0.300115875,0.699884125
3368,Payne County,OK,25660,9193,16467,40119,0.358261886,0.641738114
3369,Pittsburg County,OK,15598,4813,10785,40121,0.308565201,0.691434799
3370,Pontotoc County,OK,12855,3934,8921,40123,0.306028783,0.693971217
3371,Pottawatomie County,OK,23422,7182,16240,40125,0.306634788,0.693365212
3372,Pushmataha County,OK,4130,1043,3087,40127,0.252542373,0.747457627
3373,Roger Mills County,OK,1674,272,1402,40129,0.162485066,0.837514934
3374,Rogers County,OK,36677,9146,27531,40131,0.249366088,0.750633912
3375,Seminole County,OK,7449,2597,4852,40133,0.348637401,0.651362599
3376,Sequoyah County,OK,13766,4193,9573,40135,0.304591021,0.695408979
3377,Stephens County,OK,16846,3939,12907,40137,0.233824053,0.766175947
3378,Texas County,OK,5762,854,4908,40139,0.148212426,0.851787574
3379,Tillman County,OK,2719,906,1813,40141,0.333210739,0.666789261
3380,Tulsa County,OK,227541,82633,144908,40143,0.36315653,0.63684347
3381,Wagoner County,OK,28621,7773,20848,40145,0.271583802,0.728416198
3382,Washington County,OK,21199,5532,15667,40147,0.260955705,0.739044295
3383,Washita County,OK,4303,821,3482,40149,0.190797118,0.809202882
3384,Woods County,OK,3395,670,2725,40151,0.197349043,0.802650957
3385,Woodward County,OK,7065,1129,5936,40153,0.15980184,0.84019816
3386,Baker County,OR,8351,2364,5692,41001,0.283079871,0.681595019
3387,Benton County,OR,44262,27662,14922,41003,0.624960463,0.337128914
3388,Clackamas County,OR,185564,94013,87551,41005,0.50663383,0.471810265
3389,Clatsop County,OR,17206,9616,7101,41007,0.558874811,0.41270487
3390,Columbia County,OR,23298,11843,10645,41009,0.508326895,0.456906172
3391,Coos County,OR,27926,12628,14398,41011,0.452195087,0.515576882
3392,Crook County,OR,10109,3081,6769,41013,0.304777921,0.669601345
3393,Curry County,OR,11529,4611,6577,41015,0.399947957,0.570474456
3394,Deschutes County,OR,77441,34985,40670,41017,0.451763278,0.525174003
3395,Douglas County,OR,49062,17032,30588,41019,0.347152582,0.623456035
3396,Gilliam County,OR,1044,371,637,41021,0.355363985,0.610153257
3397,Grant County,OR,3778,834,2848,41023,0.22075172,0.75383801
3398,Harney County,OR,3535,829,2599,41025,0.234512023,0.735219236
3399,Hood River County,OR,9662,5977,3400,41027,0.618608984,0.351894018
3400,Jackson County,OR,91955,42341,46974,41029,0.460453483,0.510836822
3401,Jefferson County,OR,7978,3238,4576,41031,0.405866132,0.573577338
3402,Josephine County,OR,39679,14929,23636,41033,0.376244361,0.595680335
3403,Klamath County,OR,27530,8140,18654,41035,0.295677443,0.677588086
3404,Lake County,OR,3676,769,2801,41037,0.209194777,0.761969532
3405,Lane County,OR,166176,99891,60979,41039,0.601115685,0.366954313
3406,Lincoln County,OR,22612,13277,8623,41041,0.587166106,0.381346188
3407,Linn County,OR,49987,19893,28482,41043,0.397963471,0.569788145
3408,Malheur County,OR,9711,2701,6751,41045,0.278138194,0.69519102
3409,Marion County,OR,115519,54337,58435,41047,0.470372839,0.505847523
3410,Morrow County,OR,3838,1189,2524,41049,0.309796769,0.657634184
3411,Multnomah County,OR,344614,261222,71947,41051,0.758013313,0.208775616
3412,Polk County,OR,33996,15761,17377,41053,0.463613366,0.51114837
3413,Sherman County,OR,1019,317,677,41055,0.311089303,0.66437684
3414,Tillamook County,OR,12346,6249,5670,41057,0.50615584,0.459258059
3415,Umatilla County,OR,24623,8499,15425,41059,0.34516509,0.626446818
3416,Union County,OR,11905,3943,7608,41061,0.331205376,0.639059219
3417,Wallowa County,OR,4152,1252,2796,41063,0.301541426,0.673410405
3418,Wasco County,OR,10550,5066,5152,41065,0.480189573,0.488341232
3419,Washington County,OR,216473,124431,86551,41067,0.574810715,0.399823535
3420,Wheeler County,OR,841,262,542,41069,0.311533888,0.644470868
3421,Yamhill County,OR,41750,18906,21711,41071,0.452838323,0.520023952
3422,Adams County,PA,41973,14893,26490,42001,0.354823339,0.631120006
3423,Allegheny County,PA,614671,348151,259304,42003,0.566402189,0.421858197
3424,Armstrong County,PA,28322,8694,19231,42005,0.306969847,0.679012782
3425,Beaver County,PA,80015,36833,42118,42007,0.460326189,0.526376304
3426,Bedford County,PA,21444,4730,16509,42009,0.22057452,0.769865697
3427,Berks County,PA,163253,79895,80857,42011,0.489393763,0.495286457
3428,Blair County,PA,47631,15516,31500,42013,0.325754236,0.661334005
3429,Bradford County,PA,22501,8291,13827,42015,0.368472512,0.614506022
3430,Bucks County,PA,319407,159598,155876,42017,0.4996697,0.488016856
3431,Butler County,PA,88924,28385,59416,42019,0.319205164,0.668166074
3432,Cambria County,PA,57718,23181,33464,42021,0.401625143,0.579784469
3433,Cameron County,PA,1967,677,1264,42023,0.344178953,0.642602949
3434,Carbon County,PA,24232,11040,12710,42025,0.455595906,0.524513041
3435,Centre County,PA,68801,33677,33697,42027,0.489484164,0.489774858
3436,Chester County,PA,248295,122232,123280,42029,0.492285386,0.496506172
3437,Clarion County,PA,15227,4731,10228,42031,0.310698102,0.671701583
3438,Clearfield County,PA,31894,11093,20303,42033,0.347808365,0.636577413
3439,Clinton County,PA,12663,5503,6941,42035,0.434573166,0.548132354
3440,Columbia County,PA,24305,10424,13445,42037,0.428882946,0.553178358
3441,Crawford County,PA,33089,13024,19497,42039,0.393605126,0.589229049
3442,Cumberland County,PA,109964,43983,64365,42041,0.399976356,0.585327926
3443,Dauphin County,PA,122625,64209,56838,42043,0.523620795,0.463510703
3444,Delaware County,PA,272853,164805,105270,42045,0.604006553,0.385812141
3445,Elk County,PA,12425,5144,7099,42047,0.414004024,0.571348089
3446,Erie County,PA,112732,65136,46102,42049,0.577795125,0.408952205
3447,Fayette County,PA,48196,21841,25845,42051,0.453170388,0.536247821
3448,Forest County,PA,2308,894,1381,42053,0.387348354,0.598353553
3449,Franklin County,PA,62802,18910,43072,42055,0.30110506,0.685838031
3450,Fulton County,PA,6148,1297,4780,42057,0.210962915,0.777488614
3451,Greene County,PA,13726,5564,7985,42059,0.405362087,0.581742678
3452,Huntingdon County,PA,17587,5383,11953,42061,0.306078353,0.679649741
3453,Indiana County,PA,36180,14403,21187,42063,0.398092869,0.585599779
3454,Jefferson County,PA,17072,4535,12288,42065,0.265639644,0.71977507
3455,Juniata County,PA,9480,2533,6821,42067,0.267194093,0.719514768
3456,Lackawanna County,PA,97116,61309,34730,42069,0.631296594,0.357613576
3457,Lancaster County,PA,219677,87108,129364,42071,0.396527629,0.588882769
3458,Lawrence County,PA,38816,17427,20915,42073,0.448964345,0.538824196
3459,Lebanon County,PA,53771,18975,34010,42075,0.352885384,0.632497071
3460,Lehigh County,PA,144922,77029,66091,42077,0.531520404,0.456045321
3461,Luzerne County,PA,123741,63974,57969,42079,0.516999216,0.468470434
3462,Lycoming County,PA,46214,15104,30490,42081,0.326827368,0.659756784
3463,McKean County,PA,15014,5260,9494,42083,0.350339683,0.632343146
3464,Mercer County,PA,48065,23082,24304,42085,0.480224696,0.505648601
3465,Mifflin County,PA,16311,4259,11893,42087,0.261112133,0.729139844
3466,Monroe County,PA,59312,33431,25100,42089,0.56364648,0.423185865
3467,Montgomery County,PA,401787,227561,169903,42091,0.566372232,0.422868336
3468,Montour County,PA,7787,3026,4636,42093,0.388596379,0.595351226
3469,Northampton County,PA,125883,65014,59242,42095,0.5164637,0.4706116
3470,Northumberland County,PA,31512,12392,18516,42097,0.393247017,0.587585682
3471,Perry County,PA,18240,5430,12511,42099,0.297697368,0.685910088
3472,Philadelphia County,PA,653598,557024,91840,42101,0.85224251,0.140514506
3473,Pike County,PA,23164,10170,12713,42103,0.439043343,0.548825764
3474,Potter County,PA,7205,1892,5199,42105,0.26259542,0.721582235
3475,Schuylkill County,PA,57505,24453,32156,42107,0.425232588,0.559186158
3476,Snyder County,PA,14962,4672,10050,42109,0.31225772,0.671701644
3477,Somerset County,PA,33875,9420,23935,42111,0.278081181,0.706568266
3478,Sullivan County,PA,2934,1028,1859,42113,0.350374915,0.633605999
3479,Susquehanna County,PA,17930,6891,10735,42115,0.384327942,0.598717234
3480,Tioga County,PA,15943,5053,10599,42117,0.316941604,0.664805871
3481,Union County,PA,16187,6063,9863,42119,0.374559832,0.609316118
3482,Venango County,PA,20775,7469,12928,42121,0.359518652,0.622286402
3483,Warren County,PA,16462,6768,9415,42123,0.41112866,0.571923217
3484,Washington County,PA,90078,38503,50455,42125,0.427440663,0.560125669
3485,Wayne County,PA,20966,8138,12531,42127,0.388152246,0.597681961
3486,Westmoreland County,PA,168709,63380,103429,42129,0.375676461,0.613061544
3487,Wyoming County,PA,11214,4812,6189,42131,0.429106474,0.551899411
3488,York County,PA,186394,72126,111576,42133,0.386954516,0.598602959
3489,Bristol County,RI,9517,5546,3825,44001,0.582746664,0.401912367
3490,Bristol County,RI,10209,6341,3704,44001,0.621118621,0.362817122
3491,Bristol County,RI,4837,3056,1687,44001,0.631796568,0.348769899
3492,Kent County,RI,16406,9091,6956,44003,0.554126539,0.423991223
3493,Kent County,RI,7270,3645,3524,44003,0.501375516,0.484731774
3494,Kent County,RI,40171,24403,15001,44003,0.607478031,0.373428593
3495,Kent County,RI,2439,1202,1192,44003,0.492824928,0.488724887
3496,Kent County,RI,10961,6625,4113,44003,0.604415656,0.375239485
3497,Newport County,RI,3267,1985,1209,44005,0.607591062,0.370064279
3498,Newport County,RI,2160,1211,904,44005,0.560648148,0.418518519
3499,Newport County,RI,7168,4282,2770,44005,0.597377232,0.386439732
3500,Newport County,RI,9241,6145,2942,44005,0.664971323,0.318363813
3501,Newport County,RI,9321,5009,4159,44005,0.537388692,0.44619676
3502,Newport County,RI,9388,4875,4359,44005,0.519279932,0.464316148
3503,Providence County,RI,6843,3660,3039,44007,0.534853135,0.444103463
3504,Providence County,RI,3938,3390,509,44007,0.860843068,0.129253428
3505,Providence County,RI,34782,21324,12978,44007,0.613075729,0.37312403
3506,Providence County,RI,16607,9277,7096,44007,0.558619859,0.427289697
3507,Providence County,RI,20129,14050,5740,44007,0.697997913,0.285160713
3508,Providence County,RI,2429,1279,1088,44007,0.526554138,0.447920955
3509,Providence County,RI,5005,2523,2405,44007,0.504095904,0.480519481
3510,Providence County,RI,13071,7493,5407,44007,0.573253768,0.413663836
3511,Providence County,RI,10518,5754,4608,44007,0.547062179,0.438106104
3512,Providence County,RI,15213,9592,5386,44007,0.630513377,0.354039308
3513,Providence County,RI,6003,3046,2847,44007,0.50741296,0.474262869
3514,Providence County,RI,23603,18042,5219,44007,0.764394357,0.22111596
3515,Providence County,RI,49333,41588,6877,44007,0.843005696,0.139399591
3516,Providence County,RI,5380,2454,2826,44007,0.456133829,0.52527881
3517,Providence County,RI,9388,4875,4359,44007,0.519279932,0.464316148
3518,Providence County,RI,11850,7675,3960,44007,0.647679325,0.334177215
3519,Washington County,RI,4135,2433,1613,44009,0.588391778,0.390084643
3520,Washington County,RI,3223,1672,1472,44009,0.518771331,0.456717344
3521,Washington County,RI,3661,2044,1521,44009,0.5583174,0.415460257
3522,Washington County,RI,7585,4229,3193,44009,0.557547792,0.420962426
3523,Washington County,RI,966,664,276,44009,0.6873706,0.285714286
3524,Washington County,RI,14604,7828,6445,44009,0.536017529,0.441317447
3525,Washington County,RI,3542,1925,1503,44009,0.543478261,0.424336533
3526,Washington County,RI,13594,8572,4705,44009,0.630572311,0.346108577
3527,Washington County,RI,9623,5537,3938,44009,0.575392289,0.409227892
3528,Abbeville County,SC,10577,4507,5923,45001,0.426113265,0.559988655
3529,Aiken County,SC,66049,23953,41157,45003,0.362654999,0.623128284
3530,Allendale County,SC,4257,3335,894,45005,0.783415551,0.210007047
3531,Anderson County,SC,71901,22315,48493,45007,0.310357297,0.674441246
3532,Bamberg County,SC,6854,4600,2190,45009,0.67114094,0.319521447
3533,Barnwell County,SC,9913,5182,4655,45011,0.522747907,0.469585393
3534,Beaufort County,SC,73115,29775,42580,45013,0.407235177,0.582370239
3535,Berkeley County,SC,61111,24239,35764,45015,0.396638903,0.585230155
3536,Calhoun County,SC,7830,4043,3705,45017,0.516347382,0.473180077
3537,Charleston County,SC,160854,81027,77248,45019,0.503730091,0.480236736
3538,Cherokee County,SC,20753,7219,13306,45021,0.347853322,0.641160314
3539,Chester County,SC,14324,7839,6336,45023,0.547263334,0.442334543
3540,Chesterfield County,SC,16576,7942,8488,45025,0.479126448,0.512065637
3541,Clarendon County,SC,15985,8967,6890,45027,0.560963403,0.43102909
3542,Colleton County,SC,17077,8470,8439,45029,0.495988757,0.49417345
3543,Darlington County,SC,30140,15452,14429,45031,0.512674187,0.478732581
3544,Dillon County,SC,13186,7623,5477,45033,0.57811315,0.415364781
3545,Dorchester County,SC,56735,23390,32469,45035,0.41226756,0.572292236
3546,Edgefield County,SC,11583,4965,6511,45037,0.428645429,0.562116895
3547,Fairfield County,SC,11858,7743,3996,45039,0.652976893,0.336987688
3548,Florence County,SC,57877,28508,28825,45041,0.492561812,0.498038945
3549,Georgetown County,SC,30870,14119,16476,45043,0.457369615,0.53372206
3550,Greenville County,SC,191282,67378,120514,45045,0.35224433,0.630033145
3551,Greenwood County,SC,28525,11884,16290,45047,0.416617003,0.571078002
3552,Hampton County,SC,9184,5814,3310,45049,0.633057491,0.360409408
3553,Horry County,SC,104584,36620,66653,45051,0.350149162,0.637315459
3554,Jasper County,SC,9991,5727,4169,45053,0.573215894,0.417275548
3555,Kershaw County,SC,27026,10821,15846,45055,0.400392215,0.58632428
3556,Lancaster County,SC,33010,13345,19273,45057,0.404271433,0.583853378
3557,Laurens County,SC,25373,10297,14726,45059,0.40582509,0.58038072
3558,Lee County,SC,8898,5972,2829,45061,0.671162059,0.317936615
3559,Lexington County,SC,112204,34007,76392,45063,0.303081887,0.680831343
3560,McCormick County,SC,5137,2637,2460,45065,0.513334631,0.478878723
3561,Marion County,SC,14766,9518,5114,45067,0.64458892,0.346336178
3562,Marlboro County,SC,11657,7554,4010,45069,0.648022647,0.343999314
3563,Newberry County,SC,16287,6891,9218,45071,0.423098176,0.565972862
3564,Oconee County,SC,30613,8537,21573,45073,0.278868455,0.704700617
3565,Orangeburg County,SC,42637,30454,11888,45075,0.71426226,0.278818866
3566,Pickens County,SC,45422,11122,33385,45077,0.244859319,0.734996257
3567,Richland County,SC,143016,94350,46725,45079,0.659716395,0.326711697
3568,Saluda County,SC,8553,3322,5130,45081,0.38840173,0.599789548
3569,Spartanburg County,SC,108327,40920,65951,45083,0.37774516,0.608814054
3570,Sumter County,SC,47261,27550,19266,45085,0.582933074,0.407651129
3571,Union County,SC,12475,5748,6566,45087,0.460761523,0.526332665
3572,Williamsburg County,SC,16282,11318,4819,45089,0.695123449,0.295971011
3573,York County,SC,99428,38757,59149,45091,0.389799654,0.594892787
3574,Aurora County,SD,1400,556,804,46003,0.397142857,0.574285714
3575,Beadle County,SD,7263,2881,4230,46005,0.396668044,0.582403965
3576,Bennett County,SD,1203,548,626,46007,0.455527847,0.520365752
3577,Bon Homme County,SD,3074,1167,1830,46009,0.379635654,0.59531555
3578,Brookings County,SD,12398,5826,6219,46011,0.469914502,0.501613163
3579,Brown County,SD,16066,7249,8320,46013,0.451201295,0.517863812
3580,Brule County,SD,2379,824,1499,46015,0.346364018,0.630096679
3581,Buffalo County,SD,641,472,166,46017,0.736349454,0.258970359
3582,Butte County,SD,4201,1000,3068,46019,0.238038562,0.730302309
3583,Campbell County,SD,787,153,616,46021,0.194409149,0.782719187
3584,Charles Mix County,SD,3762,1482,2229,46023,0.393939394,0.592503987
3585,Clark County,SD,1821,713,1067,46025,0.391543108,0.58594179
3586,Clay County,SD,5233,2955,2146,46027,0.564685649,0.410089815
3587,Codington County,SD,11524,4588,6696,46029,0.398125651,0.581048247
3588,Corson County,SD,1199,647,515,46031,0.539616347,0.429524604
3589,Custer County,SD,4520,1335,3062,46033,0.295353982,0.677433628
3590,Davison County,SD,7968,3042,4754,46035,0.381777108,0.596636546
3591,Day County,SD,2873,1497,1320,46037,0.521058127,0.459450052
3592,Deuel County,SD,2171,941,1175,46039,0.433440811,0.541225242
3593,Dewey County,SD,1895,1207,663,46041,0.636939314,0.349868074
3594,Douglas County,SD,1690,332,1334,46043,0.196449704,0.789349112
3595,Edmunds County,SD,1936,622,1264,46045,0.321280992,0.652892562
3596,Fall River County,SD,3511,1137,2256,46047,0.323839362,0.642551979
3597,Faulk County,SD,1127,331,765,46049,0.293700089,0.678793256
3598,Grant County,SD,3606,1493,2034,46051,0.414032169,0.5640599
3599,Gregory County,SD,2151,599,1507,46053,0.278475128,0.70060437
3600,Haakon County,SD,1092,138,940,46055,0.126373626,0.860805861
3601,Hamlin County,SD,2793,921,1803,46057,0.329752954,0.645542427
3602,Hand County,SD,1848,575,1242,46059,0.311147186,0.672077922
3603,Hanson County,SD,2416,760,1627,46061,0.314569536,0.673427152
3604,Harding County,SD,739,82,638,46063,0.110960758,0.863328823
3605,Hughes County,SD,8155,2786,5219,46065,0.341630901,0.639975475
3606,Hutchinson County,SD,3425,923,2451,46067,0.269489051,0.715620438
3607,Hyde County,SD,733,189,531,46069,0.257844475,0.724420191
3608,Jackson County,SD,1106,426,661,46071,0.38517179,0.597649186
3609,Jerauld County,SD,1006,452,538,46073,0.449304175,0.534791252
3610,Jones County,SD,609,108,490,46075,0.177339901,0.804597701
3611,Kingsbury County,SD,2608,1092,1451,46077,0.418711656,0.556365031
3612,Lake County,SD,6285,2724,3419,46079,0.433412888,0.543993636
3613,Lawrence County,SD,11359,3973,7025,46081,0.349766705,0.618452329
3614,Lincoln County,SD,21952,7982,13611,46083,0.363611516,0.620034621
3615,Lyman County,SD,1569,605,933,46085,0.385595921,0.594646272
3616,McCook County,SD,2613,905,1655,46087,0.346345197,0.633371604
3617,McPherson County,SD,1215,272,921,46089,0.223868313,0.758024691
3618,Marshall County,SD,1987,1061,889,46091,0.53397081,0.447408153
3619,Meade County,SD,10811,2928,7560,46093,0.27083526,0.699287762
3620,Mellette County,SD,769,375,381,46095,0.487646294,0.495448635
3621,Miner County,SD,1140,479,636,46097,0.420175439,0.557894737
3622,Minnehaha County,SD,76565,34668,40330,46099,0.452791746,0.526741984
3623,Moody County,SD,3033,1429,1535,46101,0.471150676,0.506099571
3624,Pennington County,SD,44458,15122,28229,46103,0.340141257,0.634958838
3625,Perkins County,SD,1590,319,1205,46105,0.200628931,0.757861635
3626,Potter County,SD,1381,339,1029,46107,0.245474294,0.745112238
3627,Roberts County,SD,4256,2302,1883,46109,0.540883459,0.442434211
3628,Sanborn County,SD,1115,389,688,46111,0.348878924,0.617040359
3629,Shannon County,SD,3130,2922,188,46113,0.933546326,0.060063898
3630,Spink County,SD,3041,1300,1670,46115,0.427490957,0.54916146
3631,Stanley County,SD,1540,435,1063,46117,0.282467532,0.69025974
3632,Sully County,SD,816,186,611,46119,0.227941176,0.74877451
3633,Todd County,SD,2497,1976,498,46121,0.79134962,0.199439327
3634,Tripp County,SD,2691,737,1905,46123,0.273875883,0.707915273
3635,Turner County,SD,4210,1411,2715,46125,0.335154394,0.644893112
3636,Union County,SD,7596,2782,4698,46127,0.366245392,0.618483412
3637,Walworth County,SD,2462,671,1731,46129,0.272542648,0.703086921
3638,Yankton County,SD,9924,4208,5463,46135,0.424022572,0.550483676
3639,Ziebach County,SD,761,439,314,46137,0.576872536,0.41261498
3640,Anderson County,TN,29621,10112,18941,47001,0.341379427,0.639444988
3641,Bedford County,TN,14433,4207,10026,47003,0.291484792,0.694658075
3642,Benton County,TN,6223,2255,3850,47005,0.362365419,0.618672666
3643,Bledsoe County,TN,4359,1267,3022,47007,0.290662996,0.693278275
3644,Blount County,TN,49200,12925,35417,47009,0.262703252,0.719857724
3645,Bradley County,TN,35956,8035,27417,47011,0.223467571,0.762515296
3646,Campbell County,TN,12097,3327,8602,47013,0.275026866,0.711085393
3647,Cannon County,TN,4968,1560,3308,47015,0.314009662,0.665861514
3648,Carroll County,TN,10845,3475,7219,47017,0.320424159,0.665652374
3649,Carter County,TN,20607,4786,15496,47019,0.232251177,0.751977483
3650,Cheatham County,TN,15177,4656,10266,47021,0.306779996,0.676418264
3651,Chester County,TN,6396,1622,4672,47023,0.253595997,0.730456535
3652,Claiborne County,TN,10178,2433,7617,47025,0.239044999,0.748378856
3653,Clay County,TN,2820,1037,1747,47027,0.367730496,0.619503546
3654,Cocke County,TN,11450,2804,8459,47029,0.24489083,0.738777293
3655,Coffee County,TN,19242,5865,13013,47031,0.304801996,0.676281052
3656,Crockett County,TN,5497,1669,3782,47033,0.303620156,0.688011643
3657,Cumberland County,TN,25244,6260,18651,47035,0.247979718,0.738829029
3658,Davidson County,TN,237372,138899,94464,47037,0.585153262,0.397957636
3659,Decatur County,TN,4248,1302,2873,47039,0.306497175,0.676318267
3660,DeKalb County,TN,6406,2168,4134,47041,0.338432719,0.645332501
3661,Dickson County,TN,17821,6228,11287,47043,0.349475338,0.633353908
3662,Dyer County,TN,13800,3757,9921,47045,0.272246377,0.718913043
3663,Fayette County,TN,19562,6683,12682,47047,0.341631735,0.64829772
3664,Fentress County,TN,6890,1559,5240,47049,0.226269956,0.760522496
3665,Franklin County,TN,16099,5594,10252,47051,0.347474998,0.63680974
3666,Gibson County,TN,19667,6564,12883,47053,0.333757055,0.655056694
3667,Giles County,TN,10797,3759,6914,47055,0.348152265,0.640363064
3668,Grainger County,TN,7250,1668,5469,47057,0.230068966,0.754344828
3669,Greene County,TN,23937,6216,17234,47059,0.259681664,0.719973263
3670,Grundy County,TN,4217,1637,2502,47061,0.388190657,0.593312782
3671,Hamblen County,TN,20020,5229,14515,47063,0.261188811,0.725024975
3672,Hamilton County,TN,142320,58794,79877,47065,0.413111298,0.561249297
3673,Hancock County,TN,2046,475,1527,47067,0.232160313,0.746334311
3674,Hardeman County,TN,10435,5479,4864,47069,0.525059895,0.466123622
3675,Hardin County,TN,10495,2467,7886,47071,0.235064316,0.751405431
3676,Hawkins County,TN,19789,5086,14376,47073,0.257011471,0.726464197
3677,Haywood County,TN,7567,4567,2960,47075,0.603541694,0.391172195
3678,Henderson County,TN,10051,2516,7418,47077,0.250323351,0.738036016
3679,Henry County,TN,12731,4337,8187,47079,0.34066452,0.643075956
3680,Hickman County,TN,7595,2693,4756,47081,0.354575379,0.626201448
3681,Houston County,TN,3027,1400,1579,47083,0.46250413,0.521638586
3682,Humphreys County,TN,6860,2904,3829,47085,0.423323615,0.558163265
3683,Jackson County,TN,4178,1736,2380,47087,0.415509813,0.569650551
3684,Jefferson County,TN,17565,4230,13037,47089,0.240819812,0.742214631
3685,Johnson County,TN,6194,1483,4611,47091,0.23942525,0.744430094
3686,Knox County,TN,167330,57594,106411,47093,0.344194107,0.635934979
3687,Lake County,TN,2087,884,1163,47095,0.423574509,0.557259224
3688,Lauderdale County,TN,8688,4010,4616,47097,0.461556169,0.531307551
3689,Lawrence County,TN,15219,4237,10770,47099,0.278401998,0.707668047
3690,Lewis County,TN,4691,1445,3116,47101,0.308036666,0.664250693
